Title,Year,Authors,ArticleURL,Source,Publisher,Abstract,Cites,CitesURL
Influence of working height on the energy consumption of an industrial robot,2024,"R Bočák, R Holubek, M Kusá",https://iopscience.iop.org/article/10.1088/1742-6596/2714/1/012003/meta,Journal of Physics: Conference …,iopscience.iop.org,… Designed trajectories were used in ABB RobotStudio software for energy consumption and time measurements. Measurements are counting on the worst-case scenario with the highest …,0,
Robot race in geopolitically risky environment: Exploring the Nexus between AI-powered tech industrial outputs and energy consumption in Singapore,2024,"MM Islam, M Shahbaz, F Ahmed",https://www.sciencedirect.com/science/article/pii/S0040162524003196,Technological Forecasting and Social …,Elsevier,"… focal point, while optimized robotic energy consumption offers significant productivity gains … energy consumption of AI-driven tech companies' industrial outputs in the most robot density …",7,"https://scholar.google.com/scholar?cites=12551316444935603067&as_sdt=2005&sciodt=0,5&hl=en"
BN-LSTM-based energy consumption modeling approach for an industrial robot manipulator,2024,"HI Lin, R Mandal, FS Wibowo",https://www.sciencedirect.com/science/article/pii/S0736584523001047,Robotics and Computer-Integrated …,Elsevier,… Researchers are increasingly using model-driven software solutions to optimize EC. Simulation software solutions provided by IR manufacturers include ABB RobotStudio® and KUKA …,16,"https://scholar.google.com/scholar?cites=10683725350569036051&as_sdt=2005&sciodt=0,5&hl=en"
Optimal trajectory planning of robot energy consumption based on improved sparrow search algorithm,2024,"Y Zhou, G Han, Z Wei, Z Huang, ...",https://journals.sagepub.com/doi/abs/10.1177/00202940231220080,Measurement and …,journals.sagepub.com,"… sparrow search algorithm for industrial robot energy consumption optimization. Firstly, the … UR5 robot as the research object. Secondly, the inverse dynamics equation of the robot is …",4,"https://scholar.google.com/scholar?cites=7802506797964482962&as_sdt=2005&sciodt=0,5&hl=en"
Dynamic modelling and energy-efficiency optimization in a 3-DOF parallel robot,2024,"G Fabris, L Scalera, A Gasparetto",https://link.springer.com/article/10.1007/s00170-024-13496-w,The International Journal of Advanced …,Springer,"… the energy-efficiency optimization of a 3-DOF parallel robot. … of the robot lower arms to minimize the energy consumption for … To evaluate the actuators energy consumption, the kinematic…",1,"https://scholar.google.com/scholar?cites=10807884483517857643&as_sdt=2005&sciodt=0,5&hl=en"
Energy efficient robot operations by adaptive control schemes,2024,"M Choi, S Park, R Lee, S Kim, J Kwak, ...",https://academic.oup.com/ooenergy/article-abstract/doi/10.1093/ooenergy/oiae012/7828250,… Open Energy,academic.oup.com,"… It is expected that there will be many studies not only on optimizing sensor efficiency, but also on improving energy efficiency from software and other hardware perspectives. By …",0,
Scarab Beetle‐Inspired Embodied‐Energy Membranous‐Wing Robot with Flapping‐Collision Piezo‐Mechanoreception and Mobile Environmental Monitoring,2024,"K Hou, T Tan, Z Wang, B Wang, ...",https://onlinelibrary.wiley.com/doi/abs/10.1002/adfm.202303745,Advanced Functional …,Wiley Online Library,"… the aircraft, utilizing the strain energy generated by bionic flapping wing … exemplify for robot applications via embodied energy. … Lift data was recorded using the sensor's built-in software (…",4,"https://scholar.google.com/scholar?cites=3888880466087372312&as_sdt=2005&sciodt=0,5&hl=en"
Digitalization of a Robot-Based Directed Energy Deposition Process for In-Situ Monitoring and Post-Process Data Analytics,2024,"F Cousin, VJ Prakash, ...",https://asmedigitalcollection.asme.org/MSEC/proceedings-abstract/MSEC2024/88100/1203203,International …,asmedigitalcollection.asme.org,"… Spoken in software engineering terms, the application has a low coupling … robot-based directed energy deposition process including an in-situ monitoring and a data analysis software is …",0,
Research on Multi-robot Path Planning Based on Optimal Energy Consumption,2024,"Y Wang, J Kang, Y Liu, Q Tang",https://ieeexplore.ieee.org/abstract/document/10762725/,… Intelligence &Software …,ieeexplore.ieee.org,"… This energy optimization algorithm is often … of robot energy reserve on the efficiency of path planning, this paper proposes A multi-robot path planning algorithm based on optimal energy …",0,
Optimization and control of an energy-efficient vibration-driven robot,2024,"N Amiri, K Sohrabi, G Eftekharian, ...",https://journals.sagepub.com/doi/abs/10.1177/10775463231175543,Journal of Vibration …,journals.sagepub.com,… results acquired by dynamic simulation of the robot in a dynamic analysis software (MSC Adams). The values of all parameters used for validation are presented in Table 1. …,8,"https://scholar.google.com/scholar?cites=5533865107677378879&as_sdt=2005&sciodt=0,5&hl=en"
… observable deep reinforcement learning for multi-agent strategy optimization of human-robot collaborative disassembly: A case of retired electric vehicle battery,2024,"J Gao, G Wang, J Xiao, P Zheng, E Pei",https://www.sciencedirect.com/science/article/pii/S0736584524000619,Robotics and Computer-Integrated …,Elsevier,"… validated on a real human-robot disassembly station with simulated EV battery workpiece disassembly. This station consists of the ROKAE collaborative robot, AMX226 plc, DDK servo …",4,"https://scholar.google.com/scholar?cites=11224302257681344430&as_sdt=2005&sciodt=0,5&hl=en"
A Data-Driven Method for Predicting and Optimizing Industrial Robot Energy Consumption Under Unknown Load Conditions.,2024,"Q Chang, T Yuan, H Li, Y Chen, X Wang, S Gao, ...",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20760825&AN=181955327&h=PBeYndcMfNlrhMW1Bd1ZS49pJBTBYcq3OlOD9EgTtPX%2Fvop3chw5PGei%2F3cU7hHBd%2FEsRHnYuRKFaABvomhujQ%3D%3D&crl=c,…,search.ebscohost.com,"… only integers can be set), and using simulation software such as AUBO Robot Studio v0.29, Rviz 2, and other simulation software to perform path simulation, where each combination of …",0,
EV-planner: energy-efficient robot navigation via event-based physics-guided neuromorphic planner,2024,"S Sanyal, RK Manna, K Roy",https://ieeexplore.ieee.org/abstract/document/10382663/,IEEE Robotics and Automation …,ieeexplore.ieee.org,"… We observe that the energy is the highest when the robot speed is the minimum. The time taken by the drone to reach the destination varies inversely with speed. As a consequence, if …",9,"https://scholar.google.com/scholar?cites=13133486055589068691&as_sdt=2005&sciodt=0,5&hl=en"
Early Detection of Mobile Device Battery Swelling Using Pressure-Sensitive Robot,2024,"H Zadeh, B Mittelberg",https://www.tdcommons.org/dpubs_series/7576/,,tdcommons.org,"… Traditional software-level battery tests, which can be used to check charging status and detect the problem based on the specifications of the device, are not sufficient to detect the actual…",0,
Energy consumption minimization of quadruped robot based on reinforcement learning of DDPG algorithm,2024,"Z Yan, H Ji, Q Chang",https://www.mdpi.com/2076-0825/13/1/18,Actuators,mdpi.com,"… the energy consumption of the Cyber Dog quadruped robot. Firstly, the kinematic and energy consumption models of the robot were … Secondly, energy consumption was optimized by …",4,"https://scholar.google.com/scholar?cites=15153035269870065240&as_sdt=2005&sciodt=0,5&hl=en"
Energy efficient graph-based hybrid learning for speech emotion recognition on humanoid robot,2024,"H Wu, H Xu, KP Seng, J Chen, LM Ang",https://www.mdpi.com/2079-9292/13/6/1151,Electronics,mdpi.com,"… and this energy consumption cannot be ignored [23]. Therefore, we propose an energy efficient graph-based hybrid learning model for speech emotion recognition in a humanoid robot. …",5,"https://scholar.google.com/scholar?cites=7389896181049488331&as_sdt=2005&sciodt=0,5&hl=en"
A Robot Fleet Management System for the Energy Industry,2024,"L Paladini, E Meloni, D Dighe, M Fiorucci, ...",https://link.springer.com/chapter/10.1007/978-3-031-76428-8_54,European Robotics …,Springer,… a robot fleet management system designed for the energy industry. The aim of the system is to simplify and optimize the monitoring and inspection process in energy … complex software …,0,
Automatic Transfer Switch System for Controlling the Energy Utilization in Greenhouse Mobile Robot using Neural Network Algorithm,2024,"R Maulidda, P Risma, T Dewi, ...",https://books.google.com/books?hl=en&lr=&id=X2L8EAAAQBAJ&oi=fnd&pg=PA158&dq=robot+energy%7Cbattery+software&ots=AiEZBnA2th&sig=qoMqIK5aH7OI6oDMzvQSCA83lu8,Proceedings of the 7th …,books.google.com,"… robot is designed using a solar panel and battery that are regulated by an automatic transfer switch (ATS) to automate the switching of the two sources of electrical energy… parts, software …",0,
Energy demand and carbon emission analyses of a solar-driven domestic regional environment mobile robot as household auxiliary heating and cooling method,2024,"YZ Li, YH Chen, HH Jiang, ZB Huang",https://www.sciencedirect.com/science/article/pii/S0306261924011267,Applied Energy,Elsevier,"… Although the TEC/THP components inside the robot also emit heat or cold energy to the … the amount of energy required for overall environment control. Besides, from the energy-saving …",4,"https://scholar.google.com/scholar?cites=17855256200353183359&as_sdt=2005&sciodt=0,5&hl=en"
Knowledge-based multi-objective evolutionary algorithm for energy-efficient flexible job shop scheduling with mobile robot transportation,2024,"Y Yao, Q Wang, C Wang, X Li, L Gao, K Xia",https://www.sciencedirect.com/science/article/pii/S1474034624002957,Advanced Engineering …,Elsevier,"… energy-efficient scheduling approaches ignore the energy … For this purpose, this paper investigates the energy-efficient … and total energy consumption (TEC), including the energy …",7,"https://scholar.google.com/scholar?cites=10838193516268317122&as_sdt=2005&sciodt=0,5&hl=en"
Coordinated Ship Welding with Optimal Lazy Robot Ratio and Energy Consumption via Reinforcement Learning,2024,"R Yu, YY Chen",https://www.mdpi.com/2077-1312/12/10/1765,Journal of Marine Science and Engineering,mdpi.com,… Design welding sequence dispatch input χ i and motion planner u i for each robot such that the optimal lazy robot ratio (7) and energy consumption of coordinated ship-welding motion (…,0,
Energy-Efficient and Fault-Tolerant Control of a Six-Axis Robot Based on AI Models,2024,"P Nowak, Z Pandilov",https://www.mdpi.com/1996-1073/18/1/20,Energies,mdpi.com,… This paper describes the task of controlling a robot to enable energy savings in the case of … robot’s workspace. The goal of the algorithm is to control the robot in such a way that energy …,0,
Development of Control Strategies for an Industrial Robot to Increase Energy Efficiency,2024,"MA Dobrea, M Vasluianu, G Neculoiu, ...",https://ieeexplore.ieee.org/abstract/document/10814842/,2024 IEEE 30th …,ieeexplore.ieee.org,"… management systems significantly contribute to improving energy efficiency. The article … right robot, optimal path programming, and using intelligent software solutions to reduce energy …",0,
